"Location","Age group","TimeFrame","EnteringNumber","ExitingNumber","AdoptionNumber","ChildPopulation"
"Nevada","<1",2009-01-01,529,143,4,37232
"Nevada","16 to 20",2018-01-01,171,292,13,111350
"Nevada","11 to 15",2018-01-01,536,498,90,195089
"Nevada","6 to 10",2018-01-01,742,749,198,194063
"Nevada","1 to 5",2018-01-01,1043,1234,446,188341
"Nevada","<1",2018-01-01,662,192,13,35342
"Nevada","<1",2013-01-01,654,127,20,34920
"Nevada","1 to 5",2013-01-01,1205,1312,385,181413
"Nevada","6 to 10",2013-01-01,756,823,206,184657
"Nevada","11 to 15",2013-01-01,547,553,94,182644
"Nevada","16 to 20",2013-01-01,219,437,16,107147
"Nevada","<1",2008-01-01,656,206,8,38556
"Nevada","1 to 5",2008-01-01,1075,1271,253,189699
"Nevada","6 to 10",2008-01-01,700,802,140,177515
"Nevada","11 to 15",2008-01-01,653,603,68,182926
"Nevada","16 to 20",2008-01-01,260,480,6,109881
"Nevada","16 to 20",2007-01-01,229,426,15,106492
"Nevada","11 to 15",2007-01-01,654,662,68,181578
"Nevada","6 to 10",2007-01-01,807,907,110,173638
"Nevada","1 to 5",2007-01-01,1246,1410,262,186177
"Nevada","<1",2007-01-01,764,234,11,39465
"Nevada","<1",2006-01-01,797,257,7,37761
"Nevada","1 to 5",2006-01-01,1306,1318,243,180025
"Nevada","6 to 10",2006-01-01,902,838,122,169149
"Nevada","11 to 15",2006-01-01,751,629,67,177471
"Nevada","16 to 20",2006-01-01,192,425,5,101645
"Nevada","16 to 20",2005-01-01,151,313,3,94888
"Nevada","11 to 15",2005-01-01,699,632,54,173103
"Nevada","6 to 10",2005-01-01,831,722,101,165292
"Nevada","1 to 5",2005-01-01,1217,1162,242,172300
"Nevada","<1",2005-01-01,728,231,12,36070
"Nevada","<1",2004-01-01,650,252,2,34658
"Nevada","1 to 5",2004-01-01,1141,1114,162,165528
"Nevada","6 to 10",2004-01-01,831,761,74,162251
"Nevada","11 to 15",2004-01-01,730,642,44,167060
"Nevada","16 to 20",2004-01-01,134,284,5,90700
"Nevada","16 to 20",2003-01-01,176,299,5,86614
"Nevada","11 to 15",2003-01-01,713,649,38,159558
"Nevada","6 to 10",2003-01-01,807,821,98,158609
"Nevada","1 to 5",2003-01-01,1235,1125,154,158519
"Nevada","<1",2003-01-01,741,322,5,33099
"Nevada","<1",2002-01-01,551,322,2,32431
"Nevada","1 to 5",2002-01-01,1127,1034,123,154494
"Nevada","6 to 10",2002-01-01,809,808,86,156546
"Nevada","11 to 15",2002-01-01,692,629,40,152246
"Nevada","16 to 20",2002-01-01,233,255,3,82819
"Nevada","16 to 20",2001-01-01,183,227,2,79251
"Nevada","11 to 15",2001-01-01,674,625,29,145124
"Nevada","6 to 10",2001-01-01,817,755,61,153497
"Nevada","1 to 5",2001-01-01,1117,1087,150,150392
"Nevada","<1",2001-01-01,513,327,2,31451
"Nevada","<1",2000-01-01,130,17,7,29711
"Nevada","1 to 5",2000-01-01,241,129,138,147070
"Nevada","6 to 10",2000-01-01,161,122,60,150609
"Nevada","11 to 15",2000-01-01,115,92,23,136792
"Nevada","16 to 20",2000-01-01,25,27,3,77171
"New Hampshire","<1",2000-01-01,49,14,1,14147
"New Hampshire","1 to 5",2000-01-01,123,122,44,78343
"New Hampshire","6 to 10",2000-01-01,109,127,43,90906
"New Hampshire","11 to 15",2000-01-01,158,85,8,92460
"New Hampshire","16 to 20",2000-01-01,44,135,1,51799
"New Hampshire","16 to 20",2001-01-01,51,124,1,53157
"New Hampshire","11 to 15",2001-01-01,152,106,11,94652
"New Hampshire","6 to 10",2001-01-01,116,97,38,89884
"New Hampshire","1 to 5",2001-01-01,156,118,45,77269
"New Hampshire","<1",2001-01-01,56,16,NA,14840
"New Hampshire","<1",2002-01-01,60,18,2,14827
"New Hampshire","1 to 5",2002-01-01,126,110,38,76812
"New Hampshire","6 to 10",2002-01-01,105,112,43,88249
"New Hampshire","11 to 15",2002-01-01,197,133,29,96092
"New Hampshire","16 to 20",2002-01-01,74,135,2,54469
"New Hampshire","16 to 20",2003-01-01,71,173,1,55742
"New Hampshire","11 to 15",2003-01-01,225,171,24,96600
"New Hampshire","6 to 10",2003-01-01,93,113,54,86803
"New Hampshire","1 to 5",2003-01-01,140,134,51,76138
"New Hampshire","<1",2003-01-01,49,18,1,14619
"New Hampshire","<1",2004-01-01,64,15,NA,14592
"New Hampshire","1 to 5",2004-01-01,135,116,39,75688
"New Hampshire","6 to 10",2004-01-01,91,87,35,85144
"New Hampshire","11 to 15",2004-01-01,203,133,26,96096
"New Hampshire","16 to 20",2004-01-01,67,169,2,56511
"New Hampshire","16 to 20",2005-01-01,52,168,5,57279
"New Hampshire","11 to 15",2005-01-01,218,143,19,94907
"New Hampshire","6 to 10",2005-01-01,84,89,33,83743
"New Hampshire","1 to 5",2005-01-01,124,126,64,75103
"New Hampshire","<1",2005-01-01,70,17,3,15140
"New Hampshire","<1",2006-01-01,73,13,1,15117
"New Hampshire","1 to 5",2006-01-01,145,134,60,75441
"New Hampshire","6 to 10",2006-01-01,87,82,40,82008
"New Hampshire","11 to 15",2006-01-01,185,157,28,93103
"New Hampshire","16 to 20",2006-01-01,67,164,6,58628
"New Hampshire","16 to 20",2007-01-01,95,197,10,59202
"New Hampshire","11 to 15",2007-01-01,177,131,20,90940
"New Hampshire","6 to 10",2007-01-01,103,94,41,81079
"New Hampshire","1 to 5",2007-01-01,141,145,68,75102
"New Hampshire","<1",2007-01-01,68,17,2,14021
"New Hampshire","<1",2008-01-01,92,23,1,13850
"New Hampshire","1 to 5",2008-01-01,143,161,70,74048
"New Hampshire","6 to 10",2008-01-01,97,109,61,80075
"New Hampshire","11 to 15",2008-01-01,163,95,25,89126
"New Hampshire","16 to 20",2008-01-01,75,158,9,58814
"New Hampshire","<1",2013-01-01,63,17,1,12618
"New Hampshire","1 to 5",2013-01-01,127,145,62,67108
"New Hampshire","6 to 10",2013-01-01,80,83,34,75646
"New Hampshire","11 to 15",2013-01-01,236,70,10,81632
"New Hampshire","16 to 20",2013-01-01,93,107,2,54141
"New Hampshire","<1",2018-01-01,123,19,NA,12038
"New Hampshire","1 to 5",2018-01-01,240,249,139,65535
"New Hampshire","6 to 10",2018-01-01,145,114,51,70296
"New Hampshire","11 to 15",2018-01-01,213,112,20,77708
"New Hampshire","16 to 20",2018-01-01,147,230,1,50085
"New Hampshire","16 to 20",2009-01-01,77,156,11,57251
"New Hampshire","11 to 15",2009-01-01,126,107,23,87424
"New Hampshire","<1",2009-01-01,54,14,4,12923
"New Hampshire","6 to 10",2009-01-01,93,98,40,79852
"New Hampshire","1 to 5",2009-01-01,129,133,57,72910
"New Hampshire","<1",2015-01-01,74,9,NA,12471
"New Hampshire","1 to 5",2015-01-01,142,114,56,65897
"New Hampshire","6 to 10",2015-01-01,86,75,40,73001
"New Hampshire","11 to 15",2015-01-01,200,94,19,79963
"New Hampshire","16 to 20",2015-01-01,118,241,3,52086
"New Hampshire","<1",2010-01-01,53,22,1,13019
"New Hampshire","1 to 5",2010-01-01,128,147,80,71360
"New Hampshire","6 to 10",2010-01-01,85,112,51,78985
"New Hampshire","11 to 15",2010-01-01,172,110,36,85691
"New Hampshire","16 to 20",2010-01-01,84,128,5,56183
"New Hampshire","1 to 5",2020-01-01,177,200,90,63901
"New Hampshire","6 to 10",2020-01-01,125,136,61,69298
"New Hampshire","11 to 15",2020-01-01,178,156,32,77910
"New Hampshire","16 to 20",2020-01-01,94,139,NA,51217
"New Hampshire","<1",2020-01-01,103,26,NA,12034
"New Hampshire","<1",2011-01-01,66,20,1,13090
"New Hampshire","1 to 5",2011-01-01,138,145,64,69926
"New Hampshire","11 to 15",2011-01-01,133,101,25,84310
"New Hampshire","16 to 20",2011-01-01,70,109,4,56111
"New Hampshire","6 to 10",2011-01-01,87,90,50,77589
"New Hampshire","<1",2012-01-01,79,22,1,12463
"New Hampshire","1 to 5",2012-01-01,139,116,49,68642
"New Hampshire","6 to 10",2012-01-01,88,78,26,76547
"New Hampshire","11 to 15",2012-01-01,142,92,16,82919
"New Hampshire","16 to 20",2012-01-01,87,85,4,55306
"New Hampshire","<1",2014-01-01,57,8,NA,12229
"New Hampshire","1 to 5",2014-01-01,98,133,66,66414
"New Hampshire","6 to 10",2014-01-01,53,77,41,74388
"New Hampshire","11 to 15",2014-01-01,170,109,13,80648
"New Hampshire","16 to 20",2014-01-01,100,253,NA,53184
"New Hampshire","<1",2016-01-01,100,11,3,12446
"New Hampshire","1 to 5",2016-01-01,218,101,45,65934
"New Hampshire","6 to 10",2016-01-01,120,53,21,71915
"New Hampshire","11 to 15",2016-01-01,195,100,12,79050
"New Hampshire","16 to 20",2016-01-01,117,270,4,51514
"New Hampshire","<1",2017-01-01,134,12,1,12256
"New Hampshire","6 to 10",2017-01-01,143,83,30,71402
"New Hampshire","16 to 20",2017-01-01,184,212,NA,50781
"New Hampshire","11 to 15",2017-01-01,210,116,15,78409
"New Hampshire","1 to 5",2017-01-01,254,142,56,65579
"New Hampshire","<1",2019-01-01,113,29,2,12111
"New Hampshire","1 to 5",2019-01-01,201,268,149,64871
"New Hampshire","6 to 10",2019-01-01,146,180,88,69866
"New Hampshire","11 to 15",2019-01-01,237,176,32,76560
"New Hampshire","16 to 20",2019-01-01,149,233,7,49688
"New Hampshire","16 to 20",2021-01-01,82,142,8,49450
"New Hampshire","11 to 15",2021-01-01,175,117,32,76950
"New Hampshire","6 to 10",2021-01-01,81,126,84,69138
"New Hampshire","1 to 5",2021-01-01,141,189,117,63794
"New Hampshire","<1",2021-01-01,110,16,NA,12135
"New Jersey","<1",2021-01-01,452,107,6,97804
"New Jersey","1 to 5",2021-01-01,423,801,346,529601
"New Jersey","6 to 10",2021-01-01,300,500,172,549880
"New Jersey","11 to 15",2021-01-01,258,397,96,589310
"New Jersey","16 to 20",2021-01-01,101,295,18,354074
"New Jersey","<1",2019-01-01,657,212,22,100549
"New Jersey","1 to 5",2019-01-01,807,1473,630,522427
"New Jersey","6 to 10",2019-01-01,535,870,294,535332
"New Jersey","11 to 15",2019-01-01,468,650,180,559104
"New Jersey","16 to 20",2019-01-01,212,495,35,335800
"New Jersey","<1",2017-01-01,816,245,13,101785
"New Jersey","1 to 5",2017-01-01,1205,1577,638,524448
"New Jersey","11 to 15",2017-01-01,597,711,136,562433
"New Jersey","16 to 20",2017-01-01,299,584,26,344205
"New Jersey","6 to 10",2017-01-01,809,1079,293,542680
"New Jersey","<1",2016-01-01,891,295,23,103145
"New Jersey","1 to 5",2016-01-01,1393,1753,640,525768
"New Jersey","6 to 10",2016-01-01,961,1128,343,544144
"New Jersey","11 to 15",2016-01-01,725,722,143,565006
"New Jersey","16 to 20",2016-01-01,300,608,33,345650
"New Jersey","<1",2014-01-01,1048,283,12,103305
"New Jersey","1 to 5",2014-01-01,1687,1861,606,529934
"New Jersey","6 to 10",2014-01-01,1099,1093,252,555941
"New Jersey","11 to 15",2014-01-01,844,773,133,574167
"New Jersey","16 to 20",2014-01-01,378,731,17,348839
"New Jersey","<1",2012-01-01,1118,321,17,104557
"New Jersey","1 to 5",2012-01-01,1686,1828,622,539715
"New Jersey","6 to 10",2012-01-01,1033,995,231,560454
"New Jersey","11 to 15",2012-01-01,913,782,137,583232
"New Jersey","16 to 20",2012-01-01,502,841,16,358890
"New Jersey","<1",2011-01-01,1002,306,20,106822
"New Jersey","1 to 5",2011-01-01,1380,1755,639,542995
"New Jersey","11 to 15",2011-01-01,829,828,161,587236
"New Jersey","16 to 20",2011-01-01,432,956,38,366117
"New Jersey","6 to 10",2011-01-01,891,966,231,564466
"New Jersey","<1",2020-01-01,527,122,6,101729
"New Jersey","16 to 20",2020-01-01,152,359,15,359802
"New Jersey","11 to 15",2020-01-01,331,428,116,594604
"New Jersey","6 to 10",2020-01-01,342,556,207,553605
"New Jersey","1 to 5",2020-01-01,479,961,443,534785
"New Jersey","<1",2015-01-01,975,306,21,103173
"New Jersey","1 to 5",2015-01-01,1462,1866,625,528112
"New Jersey","6 to 10",2015-01-01,1024,1136,257,548590
"New Jersey","11 to 15",2015-01-01,798,781,134,570744
"New Jersey","16 to 20",2015-01-01,335,671,35,346472
"New Jersey","<1",2010-01-01,1012,312,24,105604
"New Jersey","1 to 5",2010-01-01,1368,1914,714,546598
"New Jersey","6 to 10",2010-01-01,875,1068,312,569206
"New Jersey","11 to 15",2010-01-01,890,891,196,591085
"New Jersey","16 to 20",2010-01-01,501,764,42,367706
"New Jersey","16 to 20",2009-01-01,552,994,60,369354
"New Jersey","11 to 15",2009-01-01,903,1035,192,595628
"New Jersey","6 to 10",2009-01-01,819,1074,302,565721
"New Jersey","1 to 5",2009-01-01,1402,1984,769,550172
"New Jersey","<1",2009-01-01,1124,331,21,106263
"New Jersey","16 to 20",2018-01-01,278,525,23,340092
"New Jersey","11 to 15",2018-01-01,577,625,157,561569
"New Jersey","6 to 10",2018-01-01,752,932,267,539250
"New Jersey","1 to 5",2018-01-01,1113,1539,593,523210
"New Jersey","<1",2018-01-01,820,242,13,101986
"New Jersey","<1",2013-01-01,1074,368,11,103459
"New Jersey","1 to 5",2013-01-01,1728,1990,581,534606
"New Jersey","6 to 10",2013-01-01,1105,1099,205,558600
"New Jersey","11 to 15",2013-01-01,964,851,106,577907
"New Jersey","16 to 20",2013-01-01,490,828,24,353362
"New Jersey","<1",2008-01-01,1135,306,8,108724
"New Jersey","1 to 5",2008-01-01,1454,1964,753,552701
"New Jersey","6 to 10",2008-01-01,959,1138,284,561321
"New Jersey","11 to 15",2008-01-01,1033,1070,186,600338
"New Jersey","16 to 20",2008-01-01,634,1040,33,374278
"New Jersey","16 to 20",2007-01-01,722,1780,39,373993
"New Jersey","11 to 15",2007-01-01,1265,1348,164,607109
"New Jersey","6 to 10",2007-01-01,996,1320,272,562059
"New Jersey","1 to 5",2007-01-01,1472,2234,726,555239
"New Jersey","<1",2007-01-01,1245,364,18,109121
"New Jersey","<1",2006-01-01,1265,360,17,106669
"New Jersey","1 to 5",2006-01-01,1603,2194,785,562443
"New Jersey","6 to 10",2006-01-01,1239,1381,312,567951
"New Jersey","11 to 15",2006-01-01,1454,1491,176,614229
"New Jersey","16 to 20",2006-01-01,736,1537,35,368447
"New Jersey","16 to 20",2005-01-01,681,1505,23,356819
"New Jersey","11 to 15",2005-01-01,1425,1591,172,622691
"New Jersey","6 to 10",2005-01-01,1013,1374,349,574510
"New Jersey","1 to 5",2005-01-01,1447,2245,821,568529
"New Jersey","<1",2005-01-01,1258,323,12,109349
"New Jersey","<1",2004-01-01,1365,312,15,114609
"New Jersey","1 to 5",2004-01-01,1484,2078,720,567048
"New Jersey","6 to 10",2004-01-01,1242,1335,389,583227
"New Jersey","11 to 15",2004-01-01,1788,1532,174,625489
"New Jersey","16 to 20",2004-01-01,793,1475,19,347696
"New Jersey","16 to 20",2003-01-01,768,1264,10,340217
"New Jersey","11 to 15",2003-01-01,1848,1261,97,621968
"New Jersey","6 to 10",2003-01-01,1274,1052,294,591676
"New Jersey","1 to 5",2003-01-01,1700,1583,560,564643
"New Jersey","<1",2003-01-01,1403,313,12,114986
"New Jersey","<1",2002-01-01,1259,299,20,112527
"New Jersey","1 to 5",2002-01-01,1370,1618,784,564834
"New Jersey","6 to 10",2002-01-01,1115,1075,399,598797
"New Jersey","11 to 15",2002-01-01,1611,1222,170,611925
"New Jersey","16 to 20",2002-01-01,695,1184,12,333108
"New Jersey","16 to 20",2001-01-01,626,1103,8,327551
"New Jersey","11 to 15",2001-01-01,1442,1009,117,597465
"New Jersey","6 to 10",2001-01-01,1040,935,311,604198
"New Jersey","1 to 5",2001-01-01,1141,1263,583,566903
"New Jersey","<1",2001-01-01,1183,285,11,111847
"New Jersey","<1",2000-01-01,970,243,7,111758
"New Jersey","1 to 5",2000-01-01,981,1071,483,569922
"New Jersey","6 to 10",2000-01-01,818,746,245,610213
"New Jersey","11 to 15",2000-01-01,1283,933,84,578157
"New Jersey","16 to 20",2000-01-01,602,1105,13,320734
"New Mexico","<1",2000-01-01,204,116,6,26765
"New Mexico","1 to 5",2000-01-01,551,576,161,130411
"New Mexico","6 to 10",2000-01-01,503,506,133,143532
"New Mexico","11 to 15",2000-01-01,427,401,46,147923
"New Mexico","16 to 20",2000-01-01,94,117,1,88208
"New Mexico","11 to 15",2001-01-01,427,383,61,147911
"New Mexico","16 to 20",2001-01-01,89,109,9,89092
"New Mexico","6 to 10",2001-01-01,527,566,156,139335
"New Mexico","1 to 5",2001-01-01,626,580,141,129115
"New Mexico","<1",2001-01-01,218,116,2,27024
"New Mexico","<1",2002-01-01,235,112,3,27182
"New Mexico","1 to 5",2002-01-01,692,574,128,129893
"New Mexico","6 to 10",2002-01-01,487,435,90,136719
"New Mexico","11 to 15",2002-01-01,442,388,50,148676
"New Mexico","16 to 20",2002-01-01,111,96,4,89748
"New Mexico","11 to 15",2003-01-01,442,324,46,148156
"New Mexico","16 to 20",2003-01-01,109,114,9,90598
"New Mexico","6 to 10",2003-01-01,462,382,68,133359
"New Mexico","1 to 5",2003-01-01,667,511,83,131125
"New Mexico","<1",2003-01-01,261,95,14,27670
"New Mexico","<1",2004-01-01,264,121,9,27620
"New Mexico","1 to 5",2004-01-01,750,654,137,133457
"New Mexico","6 to 10",2004-01-01,563,467,54,131459
"New Mexico","11 to 15",2004-01-01,556,450,55,148266
"New Mexico","16 to 20",2004-01-01,110,150,10,90398
"New Mexico","11 to 15",2005-01-01,473,467,76,147353
"New Mexico","16 to 20",2005-01-01,132,247,16,90743
"New Mexico","6 to 10",2005-01-01,523,498,78,130829
"New Mexico","1 to 5",2005-01-01,803,704,112,135441
"New Mexico","<1",2005-01-01,310,123,7,28652
"New Mexico","<1",2006-01-01,305,120,5,28482
"New Mexico","1 to 5",2006-01-01,739,784,162,137525
"New Mexico","6 to 10",2006-01-01,484,452,87,131934
"New Mexico","11 to 15",2006-01-01,464,445,67,145655
"New Mexico","16 to 20",2006-01-01,128,260,17,91389
"New Mexico","16 to 20",2007-01-01,121,255,11,92374
"New Mexico","11 to 15",2007-01-01,479,460,70,143886
"New Mexico","6 to 10",2007-01-01,535,530,105,133353
"New Mexico","1 to 5",2007-01-01,810,784,164,139946
"New Mexico","<1",2007-01-01,323,124,5,29618
"New Mexico","<1",2008-01-01,293,130,6,29383
"New Mexico","1 to 5",2008-01-01,785,863,197,142118
"New Mexico","6 to 10",2008-01-01,544,616,137,136403
"New Mexico","16 to 20",2008-01-01,118,240,15,92195
"New Mexico","11 to 15",2008-01-01,399,447,72,142283
"New Mexico","<1",2013-01-01,273,99,2,26640
"New Mexico","1 to 5",2013-01-01,702,656,158,140807
"New Mexico","6 to 10",2013-01-01,455,446,91,144035
"New Mexico","11 to 15",2013-01-01,329,326,51,141941
"New Mexico","16 to 20",2013-01-01,99,142,8,84525
"New Mexico","<1",2018-01-01,253,85,2,23045
"New Mexico","1 to 5",2018-01-01,546,658,130,127029
"New Mexico","6 to 10",2018-01-01,435,499,97,136994
"New Mexico","11 to 15",2018-01-01,344,342,57,139625
"New Mexico","16 to 20",2018-01-01,101,209,11,83834
"New Mexico","11 to 15",2009-01-01,343,402,84,141032
"New Mexico","16 to 20",2009-01-01,111,237,20,91501
"New Mexico","6 to 10",2009-01-01,512,553,136,140047
"New Mexico","1 to 5",2009-01-01,748,838,187,144761
"New Mexico","<1",2009-01-01,277,134,10,29254
"New Mexico","<1",2015-01-01,279,74,3,25875
"New Mexico","1 to 5",2015-01-01,662,619,133,134547
"New Mexico","6 to 10",2015-01-01,463,486,102,142465
"New Mexico","11 to 15",2015-01-01,309,320,51,140438
"New Mexico","16 to 20",2015-01-01,82,156,6,83504
"New Mexico","<1",2010-01-01,229,103,8,27906
"New Mexico","1 to 5",2010-01-01,697,739,217,145879
"New Mexico","6 to 10",2010-01-01,449,488,114,143564
"New Mexico","11 to 15",2010-01-01,289,324,66,141602
"New Mexico","16 to 20",2010-01-01,102,193,15,90297
"New Mexico","<1",2020-01-01,202,47,NA,22138
"New Mexico","1 to 5",2020-01-01,404,459,121,120684
"New Mexico","6 to 10",2020-01-01,262,350,79,132550
"New Mexico","11 to 15",2020-01-01,254,333,68,144158
"New Mexico","16 to 20",2020-01-01,62,183,13,86082
"New Mexico","<1",2011-01-01,243,86,3,27716
"New Mexico","1 to 5",2011-01-01,699,677,149,145482
"New Mexico","11 to 15",2011-01-01,287,325,71,141795
"New Mexico","16 to 20",2011-01-01,107,212,9,88225
"New Mexico","6 to 10",2011-01-01,443,478,119,143972
"New Mexico","<1",2012-01-01,242,94,4,26888
"New Mexico","1 to 5",2012-01-01,641,652,167,143751
"New Mexico","6 to 10",2012-01-01,428,419,94,143681
"New Mexico","11 to 15",2012-01-01,318,304,70,142187
"New Mexico","16 to 20",2012-01-01,92,169,10,86216
"New Mexico","<1",2014-01-01,279,95,2,26178
"New Mexico","1 to 5",2014-01-01,779,710,161,137291
"New Mexico","6 to 10",2014-01-01,563,481,85,143610
"New Mexico","11 to 15",2014-01-01,411,356,56,141237
"New Mexico","16 to 20",2014-01-01,88,166,11,83248
"New Mexico","<1",2016-01-01,297,86,NA,25067
"New Mexico","1 to 5",2016-01-01,657,651,133,132157
"New Mexico","6 to 10",2016-01-01,493,507,96,141300
"New Mexico","11 to 15",2016-01-01,319,297,63,139711
"New Mexico","16 to 20",2016-01-01,106,174,14,84310
"New Mexico","6 to 10",2017-01-01,539,554,100,139562
"New Mexico","16 to 20",2017-01-01,111,169,3,84330
"New Mexico","11 to 15",2017-01-01,337,325,52,139316
"New Mexico","1 to 5",2017-01-01,633,667,153,129634
"New Mexico","<1",2017-01-01,282,109,3,24044
"New Mexico","6 to 10",2021-01-01,196,297,94,130005
"New Mexico","1 to 5",2021-01-01,319,447,138,116867
"New Mexico","<1",2021-01-01,173,45,1,21177
"New Mexico","16 to 20",2021-01-01,60,150,9,85196
"New Mexico","11 to 15",2021-01-01,181,249,77,142618
"New Mexico","<1",2019-01-01,234,81,2,23036
